HPC_index,Framework,metal_smiles,organ_smiles,topo,LCD,PLD,VF,GSA,VSA,C2H4_10kPa,C2H6_10kPa,C2H4_100kPa,C2H6_100kPa,WC_C2H4,WC_C2H6,S1
1,hMOF-1000000,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,7.41046,6.89364,0.59186,1460.519908,1560.486025,11.54150524,0.75494812,66.26710632,7.098639121,54.72560108,6.343691001,1.60682415
2,hMOF-1000001,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(F)c1F', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,5.1924,4.12808,0.49794,1444.064755,1658.531335,6.124057792,0.246168725,50.29460501,4.875660845,44.17054722,4.62949212,1.454130372
3,hMOF-1000002,[V],['O=C([O-])c1[c]cc(C(=O)[O-])c[c]1'],rna,7.4103,6.76342,0.650745,1117.4784,1491.869368,33.50555646,4.244732524,91.83208477,10.15872323,58.32652831,5.913990706,1.659342144
4,hMOF-1000003,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(Cl)c1', 'O=C([O-])c1[c]cc(C(=O)[O-])c(Cl)[c]1']",rna,7.16304,6.76343,0.639119,1115.800084,1489.628763,29.33700359,3.725589962,73.86422026,8.457810014,44.52721667,4.732220052,1.717572456
5,hMOF-1000004,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'Cc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,7.85581,6.27113,0.585737,1453.735701,1540.413563,13.70461391,1.033218742,69.74085935,7.437697324,56.03624544,6.404478582,1.599714441
6,hMOF-1000005,[V],"['Cc1cc(C(=O)[O-])c(C)c(C)c1C(=O)[O-]', 'Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C']",rna,5.28535,3.90183,0.433842,576.712492,683.106073,12.00317968,0.631389208,55.89253791,4.537755342,43.88935823,3.906366134,1.217807111
7,hMOF-1000006,[V],"['Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'Cc1cc(C(=O)[O-])c(C)cc1C(=O)[O-]']",rna,7.45668,6.81349,0.595924,1271.287728,1426.455194,25.84861506,2.840874217,82.70209577,9.537930633,56.85348071,6.697056416,1.729931487
8,hMOF-1000007,[V],"['CCc1c(C(=O)[O-])ccc(C(=O)[O-])c1CC', 'CCc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,5.3756,3.57358,0.389278,415.317795,504.901156,10.9954561,0.597340037,37.93451159,2.956439972,26.93905549,2.359099935,1.169030461
9,hMOF-1000010,[V],"['Nc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'O=C([O-])c1ccc(C(=O)[O-])cc1']",rna,7.28457,6.87509,0.589271,1443.347639,1532.579761,13.03251969,0.917160025,69.59024278,7.496806152,56.55772309,6.579646127,1.615917516
10,hMOF-1000014,[V],"['O=C([O-])c1cc(O)c(C(=O)[O-])cc1O', 'O=C([O-])c1cc(O)c(C(=O)[O-])c(O)c1O']",rna,7.19156,6.72145,0.614864,1237.810287,1493.341603,23.24613568,2.522154901,76.34536067,8.822058084,53.09922499,6.299903183,1.733319092
11,hMOF-1000015,[V],['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]'],rna,7.41046,6.89364,0.611294,1329.106593,1514.81406,20.16388147,1.884007929,79.63571556,9.21348809,59.47183409,7.329480161,1.7354314
12,hMOF-1000016,[V],"['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C#N']",rna,7.27854,6.83169,0.619292,1244.476118,1487.623066,24.77021325,2.792551083,78.33156788,9.046928939,53.56135463,6.254377856,1.732429693
13,hMOF-1000017,[V],"['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(C#N)cc1C(=O)[O-]']",rna,5.05349,3.92797,0.481573,1074.554917,1284.4986,9.041191297,0.383089047,53.67946893,5.172803302,44.63827763,4.789714255,1.445469769
14,hMOF-1000018,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'N#Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C#N']",rna,7.27854,6.83169,0.609735,1335.374473,1521.957711,19.32430228,1.83774962,74.27965985,8.230331858,54.95535757,6.392582238,1.662029392
15,hMOF-1000019,[V],"['COc1cc(C(=O)[O-])c(OC)cc1C(=O)[O-]', 'COc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,7.17165,5.30798,0.50879,1051.471178,1292.12461,21.94503359,2.528088345,60.77576699,7.197579088,38.8307334,4.669490743,1.776426554
16,hMOF-1000022,[V],"['O=C([O-])c1cc(F)c(C(=O)[O-])cc1F', 'O=C([O-])c1ccc(-c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F']",rna,7.44468,6.96964,0.608772,1654.704526,1735.215751,5.163282933,0.173384385,53.41110908,4.954110773,48.24782615,4.780726388,1.391314707
17,hMOF-1000023,[V],"['O=C([O-])c1ccc(-c2cc(F)c(C(=O)[O-])c(F)c2F)c(F)c1', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,7.43251,6.99489,0.667701,1693.664959,1679.855255,9.500382661,0.489362517,76.03153248,8.089534839,66.53114982,7.600172322,1.595956554
18,hMOF-1000024,[V],"['O=C([O-])c1[c][c]c(-c2[c][c]c(C(=O)[O-])[c][c]2)[c][c]1', 'O=C([O-])c1ccc(C(=O)[O-])c(Cl)c1']",rna,7.40436,6.86294,0.787618,1212.567469,1623.995767,48.53446106,6.913030863,101.4457124,12.53652628,52.91125134,5.623495417,1.85368006
19,hMOF-1000025,[V],"['O=C([O-])c1cc(Br)c(C(=O)[O-])c(Br)c1Br', 'O=C([O-])c1[c][c]c(-c2ccc(C(=O)[O-])c(Br)c2)c[c]1']",rna,7.17394,6.65329,0.623924,932.067664,1604.857426,11.77053395,0.914836516,53.30883925,5.529913537,41.5383053,4.615077021,1.556002798
20,hMOF-1000026,[V],"['O=C([O-])c1[c]cc(-c2[c]cc(C(=O)[O-])c(Br)c2)c[c]1', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1']",rna,7.41289,7.02719,0.716441,1111.617906,1637.060476,19.66813799,2.057257845,74.21523505,8.693042129,54.54709706,6.635784284,1.756992777
21,hMOF-1000027,[V],"['Nc1cc(C(=O)[O-])c(N)c(N)c1C(=O)[O-]', 'Nc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-]']",rna,7.40332,5.82856,0.543627,1653.16427,1561.648769,4.045733842,0.093974294,46.57714113,3.526455622,42.53140729,3.432481328,1.135682291
22,hMOF-1000029,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(O)c1O', 'O=C([O-])c1ccc(-c2[c]cc(C(=O)[O-])c(O)c2)[c]c1O']",rna,7.43203,7.06066,0.684312,1639.242607,1641.520714,16.09931823,1.188369789,95.22449825,11.03733415,79.12518002,9.848964361,1.73862835
23,hMOF-1000036,[V],"['O=C([O-])c1c[c]c(-c2[c]c(F)c(C(=O)[O-])c(F)c2)cc1F', 'O=C([O-])c1ccc(-c2cc(F)c(C(=O)[O-])cc2F)cc1F']",rna,11.50187,11.12459,0.728087,1882.314712,1598.9126,5.429890843,0.16646529,63.88766019,5.776123866,58.45776935,5.609658576,1.356159511
24,hMOF-1000037,[V],"['O=C([O-])c1[c]cc(-c2c[c]c(C(=O)[O-])[c]c2)c[c]1', 'O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])cc2)[c]c1']",rna,11.48154,11.02259,0.769155,1727.47071,1588.814146,13.08022269,0.715388667,99.13845049,10.76470111,86.0582278,10.04931244,1.628737547
25,hMOF-1000038,[V],"['O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(Cl)c2Cl)cc1Cl', 'O=C([O-])c1c[c]c(-c2[c]cc(C(=O)[O-])c(Cl)[c]2)cc1']",rna,11.39311,11.00775,0.775773,1649.806673,1581.04765,15.76977435,1.046126959,100.9641889,11.60500012,85.19441455,10.55887316,1.724126185
26,hMOF-1000039,[V],"['O=C([O-])c1c[c]c(-c2[c]cc(C(=O)[O-])c(Br)[c]2)cc1', 'O=C([O-])c1[c][c]c(-c2[c]cc(C(=O)[O-])cc2)c(Br)[c]1']",rna,11.23471,10.84064,0.838316,1066.431102,1582.242144,25.07454356,2.762789455,88.12022691,11.15809837,63.04568335,8.395308915,1.899353661
27,hMOF-1000040,[V],"['O=C([O-])c1ccc(-c2cc(Br)c(C(=O)[O-])cc2Br)cc1Br', 'O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])c(Br)c2)[c]c1Br']",rna,11.29176,10.86005,0.778175,1198.352506,1566.135246,13.51952585,0.934797275,77.50111257,9.053285544,63.98158672,8.118488269,1.75222366
28,hMOF-1000041,[V],"['O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2Br)cc1', 'O=C([O-])c1c[c]c(-c2[c]cc(C(=O)[O-])c(Br)c2)cc1']",rna,8.26351,7.29962,0.704561,2022.912532,2107.343231,5.79504831,0.162626528,61.41015722,5.279825776,55.61510891,5.117199248,1.289646375
29,hMOF-1000042,[V],"['O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])cc2)cc1', 'O=C([O-])c1[c][c]c(-c2[c]c(Br)c(C(=O)[O-])cc2)c(Br)c1']",rna,11.23472,10.86005,0.786858,1309.210975,1595.300576,13.93354229,0.976586967,83.71208169,9.672042615,69.7785394,8.695455648,1.733090807
30,hMOF-1000043,[V],"['CCCc1cc(-c2cc(CCC)c(C(=O)[O-])cc2CCC)ccc1C(=O)[O-]', 'CCCc1cc(-c2ccc(C(=O)[O-])cc2CCC)ccc1C(=O)[O-]']",rna,9.75531,9.28639,0.663393,1671.522039,1544.338972,25.58157498,2.370704288,107.5767054,13.23986494,81.99513042,10.86916065,1.846105747
31,hMOF-1000044,[V],"['O=C([O-])c1c[c]c(-c2[c]c(O)c(C(=O)[O-])c(O)c2)[c]c1', 'O=C([O-])c1ccc(-c2cc(O)c(C(=O)[O-])c(O)c2O)cc1O']",rna,10.97206,10.53875,0.734882,1895.312783,1610.104313,9.471007327,0.403562048,85.8121259,9.199441197,76.34111857,8.795879149,1.608066652
32,hMOF-1000045,[V],"['N#Cc1cc(C(=O)[O-])c(C#N)c(C#N)c1-c1ccc(C(=O)[O-])cc1', 'N#Cc1cc(-c2ccc(C(=O)[O-])cc2C#N)ccc1C(=O)[O-]']",rna,6.64235,5.69181,0.595348,2588.187915,2143.747702,2.512792391,0.033442004,35.47249259,1.760015723,32.9597002,1.726573719,0.744245299
33,hMOF-1000048,[V],['N#Cc1cc(-c2ccc(C(=O)[O-])c(C#N)c2C#N)ccc1C(=O)[O-]'],rna,11.48133,11.09606,0.752404,1822.839728,1560.917101,12.42164674,0.643107248,98.02693732,10.57379014,85.60529058,9.930682892,1.617992528
34,hMOF-1000049,[V],"['CCOc1cc(-c2c(OCC)cc(C(=O)[O-])cc2OCC)cc(OCC)c1C(=O)[O-]', '[CH2]COc1cc(-c2ccc(C(=O)[O-])cc2)cc(O)c1C(=O)[O-]']",rna,6.34779,5.27431,0.439966,1001.872817,986.159706,6.369393347,0.129863972,44.19361047,2.927878512,37.82421712,2.79801454,0.993767588
35,hMOF-1000050,[V],"['O=C([O-])c1cc(F)c(-c2cc(F)c(-c3cc(F)c(C(=O)[O-])c(F)c3)c(F)c2)cc1F', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,7.13613,6.64939,0.654186,2073.283791,1877.779856,8.246537734,0.410917001,62.47736257,6.360508183,54.23082484,5.949591182,1.527075069
36,hMOF-1000051,[V],"['O=C([O-])c1cc(F)c(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)cc1F', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1F']",rna,7.60357,6.64958,0.6656,2091.095869,1847.883382,8.459191946,0.423092137,64.53629186,6.720078959,56.07709991,6.296986822,1.561930218
37,hMOF-1000053,[V],"['O=C([O-])c1cc(Cl)c(C(=O)[O-])c(Cl)c1Cl', 'O=C([O-])c1[c]cc(-c2c(Cl)c(Cl)c(-c3ccc(C(=O)[O-])c(Cl)c3)c(Cl)c2Cl)c[c]1']",rna,6.14548,4.41331,0.571978,1544.67127,1811.990767,10.19635511,0.593027116,57.26184308,5.682510901,47.06548797,5.089483785,1.488559553
38,hMOF-1000057,[V],"['Nc1cc(C(=O)[O-])ccc1-c1ccc(-c2ccc(C(=O)[O-])c(N)c2N)c(N)c1', 'Nc1cc(-c2c(N)c(N)c(-c3ccc(C(=O)[O-])cc3N)c(N)c2N)c(N)cc1C(=O)[O-]']",rna,11.89365,11.30087,0.675963,2828.726358,1772.814592,2.588958344,0.04931922,33.95102053,2.191246948,31.36206219,2.141927728,0.968121244
39,hMOF-1000058,[V],"['Nc1cc(C(=O)[O-])c(N)c(N)c1C(=O)[O-]', 'Nc1cc(-c2c(N)cc(C(=O)[O-])c(N)c2N)c(N)cc1-c1ccc(C(=O)[O-])cc1']",rna,7.16737,6.56097,0.628651,2047.494931,1839.85251,16.13989549,1.31175396,78.67255658,9.198045977,62.53266109,7.886292017,1.753733394
40,hMOF-1000059,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])C1=CCC(c2cc(-c3[c]cccc3)c(C3=C[CH]C(C(=O)[O-])=CC3)cc2-c2[c]cccc2)=C[CH]1']",rna,5.64391,3.73608,0.461217,1525.665523,1430.813778,11.9463084,0.773514255,64.63276031,6.716543009,52.68645191,5.943028754,1.558778314
41,hMOF-1000061,[V],"['[O]c1cc(-c2ccc(-c3cc(O)c(C(=O)[O-])cc3O)cc2O)c[c]c1C(=O)[O-]', 'O=C([O-])c1ccc(C(=O)[O-])c(O)c1']",rna,7.19911,6.64939,0.643742,2106.447706,1830.66033,9.730760611,0.549790571,67.56172074,7.268437779,57.83096013,6.718647208,1.613732828
42,hMOF-1000062,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'N#Cc1cc(-c2ccc(-c3ccc(C(=O)[O-])cc3)c(C#N)c2C#N)c(C#N)cc1C(=O)[O-]']",rna,7.0586,6.31233,0.640565,2215.808385,1936.660041,12.34635238,0.814823174,78.63622139,8.82793742,66.28986901,8.013114246,1.683944866
43,hMOF-1000064,[V],"['[N]=C1[N][C]c2cc(C(=O)[O-])c(C#N)cc2-c2c(C#N)c(C#N)c(-c3cc(C#N)c(C(=O)[O-])cc3C#N)c(C#N)c21', 'N#Cc1cc(C(=O)[O-])cc(C#N)c1C(=O)[O-]']",rna,5.88625,4.555,0.540771,1658.812141,1754.385777,12.52516059,0.909660606,64.69102801,7.101662387,52.16586742,6.192001781,1.646672484
44,hMOF-1000065,[V],"['COc1c(C(=O)[O-])ccc(C(=O)[O-])c1OC', 'COc1[c]c(C(=O)[O-])c([O])cc1-c1cc(OC)c(-c2ccc(C(=O)[O-])c(OC)c2)cc1OC']",rna,6.77623,5.30534,0.559823,1562.743319,1633.882618,28.61542401,3.595056841,81.26802277,10.42412382,52.65259876,6.829066979,1.924026843
45,hMOF-1000066,[V],"['O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3)cc2)cc1', 'O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2)cc1']",rna,11.69248,10.03342,0.726818,2757.126398,1652.466672,3.33447669,0.066452132,45.96387464,3.270256538,42.62939795,3.203804406,1.06722613
46,hMOF-1000067,[V],"['O=C([O-])c1cc(F)c(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)cc2)c(F)c1', 'O=C([O-])c1c[c]c(-c2[c]c(F)c(C(=O)[O-])cc2)cc1']",rna,11.69248,10.03342,0.738159,2254.542599,1632.932328,4.843390741,0.138941477,54.29832911,4.622427619,49.45493837,4.483486142,1.276953001
47,hMOF-1000068,[V],"['O=C([O-])c1ccc(-c2c(F)cc(C(=O)[O-])c(F)c2F)cc1', 'O=C([O-])c1ccc(-c2cc(F)c(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)cc1F']",rna,10.9762,9.37986,0.725095,2198.667563,1661.139113,4.731922397,0.127483036,51.00383782,4.444522195,46.27191542,4.317039159,1.307114048
48,hMOF-1000069,[V],"['O=C([O-])c1ccc(-c2cc(Cl)c(-c3ccc(C(=O)[O-])c(Cl)c3Cl)cc2Cl)cc1', 'O=C([O-])c1[c][c]c(-c2ccc(C(=O)[O-])cc2)[c][c]1']",rna,10.25717,9.10131,0.756886,1985.603153,1665.071397,13.54289973,0.887327936,79.57164208,8.523989613,66.02874235,7.636661677,1.606851899
49,hMOF-1000070,[V],"['O=C([O-])c1[c][c]c(-c2[c]cc(C(=O)[O-])c(Br)c2Br)cc1', 'O=C([O-])c1[c]cc(-c2ccc(-c3cc(Br)c(C(=O)[O-])cc3Br)cc2Br)c(Br)[c]1']",rna,10.58836,9.3887,0.805022,1196.003927,1617.875546,17.66747679,1.830460022,69.4418241,8.235496844,51.77434731,6.405036822,1.778934443
50,hMOF-1000071,[V],"['Cc1cc(-c2c(C)cc(-c3ccc(C(=O)[O-])cc3C)cc2C)[c]cc1C(=O)[O-]', 'Cc1cc(-c2cc(C)c(C(=O)[O-])c(C)c2)ccc1C(=O)[O-]']",rna,10.25636,9.30419,0.645898,2609.05121,1817.878691,2.607437107,0.046165548,37.67003957,2.401306628,35.06260246,2.35514108,0.956186928
51,hMOF-1000073,[V],"['O=C([O-])c1ccc(-c2cc(-c3ccccc3)c(C(=O)[O-])cc2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C1=CC=C(c2cc(-c3[c]cccc3)c(C3=CC=C(C(=O)[O-])[CH]C3)c(-c3ccccc3)c2-c2[c]cccc2)C[CH]1']",rna,7.46958,5.71127,0.381236,1014.63012,1010.260139,3.199475954,0.07853348,33.50710917,2.538658858,30.30763322,2.460125378,1.136471746
52,hMOF-1000074,[V],"['O=C([O-])C1=CCC(c2cc(-c3[c]cccc3)c(C3=C[CH]C(C(=O)[O-])=CC3)cc2-c2[c]cccc2)=C[CH]1', 'O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2)cc1']",rna,8.62865,7.82096,0.597507,2200.58783,1609.649722,3.405117752,0.0842925,43.55569727,3.563561051,40.15057952,3.479268551,1.227242798
53,hMOF-1000075,[V],"['O=C([O-])c1cc(O)c(-c2c(O)[c]c(-c3c(O)cc(C(=O)[O-])c(O)c3O)c(O)c2O)cc1O', 'O=C([O-])c1c(O)cc(-c2cc(O)c(-c3cc(O)c(C(=O)[O-])c(O)c3O)c(O)c2O)cc1O']",rna,11.85786,11.33368,0.622468,2291.13726,1600.586859,1.467529624,0.021043719,19.73819925,0.875742469,18.27066963,0.85469875,0.665518514
54,hMOF-1000076,[V],"['N#Cc1cc(-c2ccc(C(=O)[O-])cc2C#N)ccc1C(=O)[O-]', '[N]=C1[N][C]c2c(ccc(C(=O)[O-])c2C#N)-c2c(C#N)cc(-c3ccc(C(=O)[O-])c(C#N)c3C#N)c(C#N)c21']",rna,10.08646,8.88684,0.721491,2143.75406,1703.733042,11.20631391,0.630134714,79.41786111,8.350891664,68.2115472,7.72075695,1.577269561
55,hMOF-1000077,[V],"['N#Cc1cc(C(=O)[O-])ccc1-c1cc(C#N)c(C(=O)[O-])c(C#N)c1C#N', 'N#Cc1cc(-c2c(C#N)cc(-c3ccc(C(=O)[O-])cc3C#N)c(C#N)c2C#N)ccc1C(=O)[O-]']",rna,9.61521,8.43869,0.632608,2531.838471,2012.140337,5.047428024,0.115223759,52.51188923,3.809882007,47.46446121,3.694658248,1.08829126
56,hMOF-1000080,[V],"['O=C([O-])c1[c][c]c(-c2ccc(-c3cc(Cl)c(C(=O)[O-])cc3Cl)c(Cl)c2)[c][c]1', 'O=C([O-])c1cc(Cl)c(-c2ccc(-c3cc(Cl)c(C(=O)[O-])cc3Cl)c(Cl)c2)cc1Cl']",rna,13.9461,12.60746,0.783583,1969.862006,1563.426812,14.36674632,1.066710047,74.51962298,8.221527581,60.15287666,7.154817534,1.654905229
57,hMOF-1000082,[V],"['O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(Cl)c3)cc2Cl)c(Cl)c1', 'O=C([O-])c1[c]cc(-c2c(Cl)cc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)c(Cl)c2Cl)c(Cl)[c]1']",rna,13.00188,12.63772,0.767314,2056.974818,1632.557438,13.85642578,0.94744132,72.24728361,7.601674531,58.39085783,6.654233211,1.578261663
58,hMOF-1000083,[V],"['O=C([O-])c1ccc(-c2cc(Br)c(-c3ccc(C(=O)[O-])cc3Br)c(Br)c2Br)c(Br)c1', 'O=C([O-])c1[c]cc(-c2cc(Br)c(-c3ccc(C(=O)[O-])c(Br)c3)c(Br)c2)c[c]1']",rna,12.47464,11.9835,0.752592,1601.035304,1675.232106,9.516816836,0.64570021,52.56942657,5.488924608,43.05260973,4.843224398,1.566193023
59,hMOF-1000084,[V],"['O=C([O-])c1[c]cc(-c2c(Br)c(Br)c(-c3ccc(C(=O)[O-])[c]c3Br)c(Br)c2Br)cc1', 'O=C([O-])c1ccc(-c2cc(Br)c(-c3ccc(C(=O)[O-])c(Br)c3)c(Br)c2)cc1Br']",rna,12.27815,11.88266,0.738564,1521.83083,1673.124496,8.780635457,0.560315637,48.55893137,5.146383837,39.77829591,4.5860682,1.589733451
60,hMOF-1000085,[V],"['O=C([O-])c1ccc(-c2c(Br)cc(-c3cc(Br)c(C(=O)[O-])c(Br)c3)cc2Br)cc1Br', 'O=C([O-])c1[c]cc(-c2ccc(-c3[c]cc(C(=O)[O-])c[c]3)c(Br)c2)cc1']",rna,13.14264,11.52898,0.701643,1680.170562,1668.899472,1.796018061,0.032020079,23.87957835,1.508121978,22.08356029,1.476101899,0.947329527
61,hMOF-1000087,[V],"['Cc1cc(-c2ccc(-c3ccc(C(=O)[O-])cc3)cc2)ccc1C(=O)[O-]', 'Cc1cc(-c2c(C)c(C)c(-c3cc(C)c(C(=O)[O-])cc3C)c(C)c2C)ccc1C(=O)[O-]']",rna,13.06176,12.16866,0.7195,2777.948964,1642.052442,7.545293148,0.293818213,60.95253239,5.631967441,53.40723924,5.338149228,1.385988544
62,hMOF-1000088,[V],"['Nc1cc(-c2c(N)cc(-c3ccc(C(=O)[O-])cc3)cc2N)c(N)cc1C(=O)[O-]', 'Nc1c(C(=O)[O-])ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3)c(N)c2N)c1N']",rna,13.28892,12.91013,0.72423,2772.072961,1653.318545,6.415379913,0.215752562,53.89453176,4.599613936,47.47915185,4.383861374,1.280170859
63,hMOF-1000090,[V],"['O=C([O-])c1cc(O)c(-c2cc(O)c(-c3c(O)cc(C(=O)[O-])c(O)c3O)c(O)c2)c(O)c1', 'O=C([O-])c1cc(O)c(-c2ccc(-c3cc(O)c(C(=O)[O-])cc3O)cc2)[c]c1O']",rna,11.83081,11.10171,0.695712,2733.551354,1762.523254,2.810180485,0.05320014,33.40859191,2.224832788,30.59841143,2.171632648,0.998919437
64,hMOF-1000091,[V],"['O=C([O-])c1cc(O)c(-c2c(O)cc(-c3ccc(C(=O)[O-])c(O)c3O)cc2O)cc1O', 'O=C([O-])c1ccc(-c2cc(O)c(-c3ccc(C(=O)[O-])cc3O)c(O)c2)cc1']",rna,13.28947,12.88435,0.734556,2638.088152,1615.780973,5.286057292,0.16739861,50.84825084,4.494298794,45.56219355,4.326900184,1.325797462
65,hMOF-1000092,[V],"['[O]c1c(C(=O)[O-])[c]cc(-c2ccc(-c3ccc(C(=O)[O-])c(O)c3O)c(O)c2)c1O', '[O]c1cc(-c2ccc(-c3c[c]c(C(=O)[O-])c(O)c3)c(O)c2)c(O)[c]c1C(=O)[O-]']",rna,14.09763,13.4102,0.739459,2464.28749,1588.898358,7.137661123,0.293039234,56.58762993,5.282306232,49.44996881,4.989266998,1.400210498
66,hMOF-1000093,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])c1ccc(C(=O)[O-])c2c1CC2']",rna,7.31665,3.84099,0.472861,1188.918199,1257.13874,8.044989067,0.414151139,50.08876617,4.774433395,42.0437771,4.360282256,1.429791676
67,hMOF-1000094,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(F)c1F', 'O=C([O-])c1[c]c(F)c(C(=O)[O-])c2c1[CH]C2']",rna,6.26734,5.87457,0.568718,1106.140457,1423.100801,19.75351765,2.204546161,61.74328581,7.424989443,41.98976816,5.220443282,1.803837295
68,hMOF-1000095,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])c1cc(F)c(C(=O)[O-])c2c1C(F)(F)C2']",rna,6.50725,5.71787,0.547517,1185.709301,1430.524926,17.09568435,1.666259582,60.10380977,7.437729818,43.00812542,5.771470236,1.85622089
69,hMOF-1000096,[V],"['O=C([O-])c1cc(F)c(C(=O)[O-])cc1F', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH]C2F']",rna,5.12583,3.86946,0.446233,1036.696058,1333.753327,9.551615325,0.566066324,53.06898713,6.223121646,43.51737181,5.657055322,1.758971289
70,hMOF-1000098,[V],"['O=C([O-])c1[c]c(Cl)c(C(=O)[O-])c2c1[CH]C2', 'O=C([O-])c1cc(Cl)c(C(=O)[O-])c(Cl)c1']",rna,4.97328,3.51017,0.467699,717.509006,1054.474948,21.99716011,2.16078724,53.84153637,5.844689772,31.84437626,3.683902532,1.628303211
71,hMOF-1000100,[V],"['O=C([O-])c1ccc(C(=O)[O-])c2c1C(Br)C2(Br)Br', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1Br']",rna,5.45743,4.58306,0.516636,647.749937,1272.347739,31.34649682,4.612753059,44.233446,6.189475666,12.88694918,1.576722607,2.098912551
72,hMOF-1000101,[V],"['O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c2c1C(Br)C2(Br)Br', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[C]C2']",rna,3.80852,1.58249,0.267024,140.539361,333.551727,8.185956613,0.255155267,17.270138,0.816403445,9.084181387,0.561248178,0.709088235
73,hMOF-1000102,[V],"['Cc1cc(C(=O)[O-])cc(C)c1C(=O)[O-]', 'CC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1(C)C']",rna,5.1956,3.91445,0.43362,517.084445,642.444029,26.43828691,2.301767106,66.31876212,7.209144168,39.88047521,4.907377062,1.630566661
74,hMOF-1000103,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'CC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1(C)C']",rna,6.62777,5.35131,0.515299,1111.94105,1312.098969,30.43769844,3.985800315,68.58772791,8.942452533,38.15002947,4.956652218,1.955696625
75,hMOF-1000105,[V],"['CCCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(CCC)C2', 'O=C([O-])c1ccc(C(=O)[O-])c2c1CC2']",rna,4.03802,3.06102,0.313474,195.900597,260.861579,16.94673078,1.014953747,36.58125763,2.632906977,19.63452685,1.61795323,1.079613092
76,hMOF-1000106,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'NC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1N']",rna,6.42031,4.86575,0.515396,1221.604922,1408.742031,19.24595727,1.925100372,63.39229844,7.872761772,44.14634117,5.9476614,1.862867091
77,hMOF-1000109,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(O)c1', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH]C2O']",rna,6.05988,4.93973,0.537128,1157.253,1422.015029,22.38730618,2.516163779,63.39787779,8.102489392,41.01057161,5.586325613,1.917056929
