HPC_index,Framework,metal_smiles,organ_smiles,topo,LCD,PLD,VF,GSA,VSA,C2H4_10kPa,C2H6_10kPa,C2H4_100kPa,C2H6_100kPa,WC_C2H4,WC_C2H6,S1
2411,hMOF-26839,[Zn][Zn],"['CCCc1cc2c(CCC)cc3c4cc(C(=O)[O-])c(CCC)cc4ccc3c2[c]c1C(=O)[O-]', 'CCCc1c(C#N)ccc(C#N)c1CCC']",pcu,10.40748,7.66123,0.596366,2323.968854,1583.695608,5.192522708,0.127631448,60.00198495,5.124316976,54.80946224,4.996685528,1.281036864
2412,hMOF-26845,[Zn][Zn],"['O=C([O-])c1cc(-c2ccccc2)c2ccc3c(ccc4c(-c5ccccc5)cc(C(=O)[O-])c(-c5cc[c]cc5)c43)c2c1-c1cc[c]cc1', 'N#Cc1ccc(C#N)c(-c2ccccc2)c1']",sql,10.57017,9.09676,0.694059,3549.404974,1988.704764,1.821564279,0.027155246,33.92290986,1.849320305,32.10134558,1.822165059,0.817730693
2413,hMOF-26860,[Zn][Zn],['CO[C]1C(=O)N=Cc2c1cc(OC)c1c3c(cc(OC)c21)[CH]C(OC)=N[CH]3'],pcu,10.36378,7.84805,0.743746,3952.119986,2142.257295,2.7549406,0.054532371,42.48121387,2.629230442,39.72627327,2.574698071,0.928374051
2414,hMOF-26906,[Zn][Zn],"['CCCc1cc2ccc3c(ccc4cc(CCC)c(C(=O)[O-])c(CCC)c43)c2c(CCC)c1C(=O)[O-]', 'CCCc1cc(C#Cc2ccnc(CCC)c2CCC)ccn1']",pcu,11.99255,10.04709,0.739976,3721.509774,1907.590716,3.815452003,0.086698339,45.98627001,3.455296537,42.17081801,3.368598198,1.127063535
2415,hMOF-26959,[Zn][Zn],"['O=C([O-])c1cc(Br)c2c(Br)c(Br)c3c4cc(C(=O)[O-])c(Br)c(Br)c4c(Br)cc3c2c1', 'O=C([O-])c1ccc2c(Br)[c]c3c4cc(C(=O)[O-])c(Br)cc4ccc3c2c1']",pcu,11.12083,8.37276,0.752904,2050.544279,2028.863911,3.150591955,0.073458866,36.2286954,2.898205347,33.07810345,2.824746481,1.199962619
2416,hMOF-26975,[Zn][Zn],"['Nc1cc(N=Nc2c(N)cc(C(=O)[O-])c(N)c2N)ccc1C(=O)[O-]', 'Nc1c(C(=O)[O-])cc2c(cc(N)c3c4cc(C(=O)[O-])ccc4ccc23)c1N']",pcu,10.41112,8.01727,0.722017,3318.166502,1934.436232,2.799928778,0.053511226,41.37389594,2.585883873,38.57396716,2.532372647,0.937505575
2417,hMOF-26979,[Zn][Zn],"['O=C([O-])c1cc(O)c2c(O)c(O)c3c4cc(C(=O)[O-])cc(O)c4ccc3c2c1', 'O=C([O-])c1ccc(N=Nc2ccc(C(=O)[O-])c(O)c2)cc1']",pcu,14.14867,11.87521,0.809634,4482.363963,1898.294837,1.008361241,0.011701671,24.11055346,0.880180867,23.10219222,0.868479196,0.547590624
2418,hMOF-26990,[Zn][Zn],"['[CH2]COC1=C(N=Nc2ccncc2OCCC)C=C[N]C1=O', 'CCCOc1cc2c(OCCC)cc3c(ccc4c(OCCC)cc(C(=O)[O-])c(OCCC)c43)c2c(OCCC)c1C(=O)[O-]']",pcu,10.03056,8.2051,0.668308,2241.08613,1676.572299,11.58740955,0.579569658,87.53068712,9.305248901,75.94327757,8.725679243,1.594626275
2419,hMOF-26992,[Zn][Zn],"['O=C([O-])c1[c]c2c(c[c]c3c4cc(C(=O)[O-])ccc4ccc23)c(Cl)c1', 'O=C([O-])c1cc2c(C(=O)[O-])c(Cl)c1-c1c(Cl)c[c]c(c1Cl)C1(Cl)N=CC=C3C=[C]c4c([c]cc5c4C(Cl)(N=C[CH]5)c4ccc(Cl)c-2c4)C31Cl']",sql,7.78522,6.78886,0.689082,1679.580579,1802.242613,25.93436694,2.993270171,89.82566805,11.02928815,63.89130111,8.036017979,1.841782264
2420,hMOF-27049,[Zn][Zn],"['O=C([O-])C(F)=CC(F)=C(F)C(=O)[O-]', 'O=C([O-])C=CC=C(F)C(=O)[O-]']",pcu,7.03969,4.05941,0.654046,3128.524075,2482.500983,3.610185613,0.0922713,52.19593472,4.510906067,48.58574911,4.418634767,1.296338333
2421,hMOF-27066,[Zn][Zn],"['[CH2]C(=CC=C(CC)C(=O)[O-])C(=O)[O-]', 'CCN=C(C=N)CC']",pcu,6.0328,5.30706,0.480293,1371.037251,1266.862559,13.15633276,0.992297238,60.66881799,7.061707141,47.51248523,6.069409903,1.745964577
2422,hMOF-27068,[Zn][Zn],"['NC(=CC=CC(=O)[O-])C(=O)[O-]', 'NC(=CC(=O)[O-])C(N)=C(N)C(=O)[O-]']",pcu,7.24282,3.74376,0.613829,2579.845941,2031.569997,6.436941945,0.214245816,71.86426144,6.724211239,65.4273195,6.509965423,1.403523345
2423,hMOF-2707,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C#Cc2cc(-c3ccccc3)c(C(=O)[O-])cc2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C#CC(=O)[O-]']",pcu,7.30243,5.34282,0.679179,3973.879303,2655.280663,2.283571675,0.04389798,32.57154981,2.406999519,30.28797814,2.363101539,1.108482495
2424,hMOF-27084,[Zn][Zn],['COc1c(C(=O)[O-])cc2c(c(OC)[c]c3c4[c]c(C(=O)[O-])ccc4cc(OC)c32)c1OC'],pcu,6.68184,6.15492,0.598104,1776.051011,1691.413336,18.40864776,1.664958935,84.36728742,10.74049945,65.95863966,9.075540515,1.909596678
2425,hMOF-27090,[Zn][Zn],"['O=C([O-])c1cc(F)c2cc(F)c3c4cc(C(=O)[O-])c(F)cc4cc(F)c3c2c1', 'O=C([O-])C(=O)[O-]']",pcu,4.32624,3.08335,0.381924,214.20793,266.931824,0.231132953,0.001157981,6.524372206,0.127455079,6.293239253,0.126297098,0.293028375
2426,hMOF-2710,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1cc(-c2ccccc2)c(C#Cc2ccc(C(=O)[O-])c(-c3ccccc3)c2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C#CC(=O)[O-]']",pcu,6.6923,4.99656,0.655556,3481.106637,2504.04516,5.485526954,0.204757639,58.96473209,5.774921629,53.47920514,5.57016399,1.469078572
2427,hMOF-27117,[Zn][Zn],"['O=C([O-])c1[c]cc2cc(C(=O)[O-])c(F)cc2c1F', 'O=C([O-])c1[c]c(F)c2c(F)c(C(=O)[O-])cc(F)c2c1F']",pcu,8.01618,5.74068,0.724333,2968.145427,2204.5047,3.178606751,0.071323232,49.12842766,3.384088844,45.94982091,3.312765612,1.033237477
2428,hMOF-27118,[Zn][Zn],"['O=C([O-])c1cc(F)c2c[c]c3c4[c]c(C(=O)[O-])c(F)cc4cc(F)c3c2c1', 'O=C([O-])c1cc(F)c2c(F)c(C(=O)[O-])c(F)c(F)c2c1']",pcu,9.47867,6.09171,0.666698,2389.613482,1892.47561,3.685383078,0.10036692,44.86812127,3.708823506,41.18273819,3.608456586,1.239908225
2429,hMOF-27119,[Zn][Zn],"['O=C([O-])c1cc2c(cc1F)c(F)cc1c3cc(C(=O)[O-])c(F)c(F)c3c(F)c(F)c21', 'O=C([O-])c1ccc2c(F)c(C(=O)[O-])c(F)c(F)c2c1']",pcu,9.23084,8.12793,0.725888,2524.801949,1955.98694,3.96357102,0.096593714,55.79044827,4.812375947,51.82687725,4.715782233,1.29387093
2430,hMOF-2711,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C#Cc2c(-c3ccccc3)cc(C(=O)[O-])cc2-c2ccccc2)cc1', 'O=C([O-])C#CC(=O)[O-]']",pcu,9.01274,6.0666,0.761916,4295.081253,2650.247655,3.45963735,0.089308526,45.54273714,3.769470802,42.08309979,3.680162276,1.241516553
2431,hMOF-27120,[Zn][Zn],"['O=C([O-])c1cc2c(F)c(F)c(C(=O)[O-])cc2cc1F', 'O=C([O-])c1cc2c(cc1F)cc(F)c1c3cc(C(=O)[O-])c(F)c(F)c3c(F)c(F)c21']",pcu,9.23036,8.42617,0.737719,2670.681344,1961.774319,3.801590965,0.088915041,56.18711718,4.720253604,52.38552622,4.631338563,1.260143029
2432,hMOF-27121,[Zn][Zn],"['O=C([O-])c1ccc2c(F)c(C(=O)[O-])c(F)cc2c1F', 'O=C([O-])c1[c]c2c(cc1)cc(F)c1c2[c]c(F)c2cc(F)c(C(=O)[O-])cc21']",pcu,10.87554,9.31345,0.723632,2608.777774,1893.379085,2.507495833,0.047935235,39.22634995,2.844807531,36.71885412,2.796872296,1.08784307
2433,hMOF-27127,[Zn][Zn],"['O=C([O-])c1[c]c2c(cc1)c(Br)cc1c3[c]c(C(=O)[O-])ccc3c(Br)cc21', 'O=C([O-])c1ccc2c(Br)c(C(=O)[O-])ccc2c1']",pcu,8.73228,7.60049,0.752652,1853.704566,1959.194161,6.640975249,0.288275008,71.92168897,7.649116012,65.28071372,7.360841004,1.59530097
2434,hMOF-27128,[Zn][Zn],"['O=C([O-])c1cc(Br)c2cc(C(=O)[O-])ccc2c1', 'O=C([O-])c1[c]c2c(cc1Br)c(Br)cc1c3[c]c(C(=O)[O-])c(Br)c(Br)c3c(Br)cc21']",pcu,8.66746,6.89059,0.764304,1350.644338,1903.182522,11.98242619,0.903950737,81.04905542,9.737194417,69.06662923,8.83324368,1.802092763
2435,hMOF-27129,[Zn][Zn],"['O=C([O-])c1[c]c(Br)c2cc(C(=O)[O-])[c]cc2c1', 'O=C([O-])c1cc2c(ccc3c4cc(C(=O)[O-])c(Br)c(Br)c4c(Br)cc23)c(Br)c1Br']",pcu,8.83967,7.51792,0.770073,1467.609554,1895.707359,9.17951804,0.525758039,85.40894693,10.09402719,76.22942889,9.568269151,1.772769871
2436,hMOF-27131,[Zn][Zn],"['O=C([O-])c1c[c]c2cc(C(=O)[O-])c(Br)cc2c1', 'O=C([O-])c1[c]c2c(c[c]c3c4cc(C(=O)[O-])cc(Br)c4c(Br)cc23)cc1']",pcu,8.78218,7.43752,0.77682,1747.356429,1909.17602,9.723669774,0.619501632,99.33933733,11.84120524,89.61566756,11.22170361,1.787993391
2437,hMOF-27133,[Zn][Zn],['CCCc1c(C(=O)[O-])cc2ccc(C(=O)[O-])cc2c1CCC'],pcu,9.61899,6.02699,0.677581,2330.565022,1876.009142,17.49614878,1.065315815,129.8534995,14.51816319,112.3573507,13.45284738,1.677062603
2438,hMOF-27134,[Zn][Zn],['CCCc1c(C(=O)[O-])c(CCC)c2c(ccc3c4[c]c(C(=O)[O-])ccc4ccc32)c1CCC'],pcu,9.18539,7.24455,0.565317,1414.727173,1325.62784,26.148091,2.911928492,107.7336373,13.88102247,81.5855463,10.96909398,1.932686413
2439,hMOF-27140,[Zn][Zn],"['Nc1cc(C(=O)[O-])cc2c1ccc1c3cc(C(=O)[O-])ccc3ccc21', 'Nc1cc2cc(C(=O)[O-])c(N)c(N)c2c(N)c1C(=O)[O-]']",pcu,9.55229,8.31765,0.721678,2811.9001,1902.794617,5.136627879,0.148474072,69.89606884,6.223589514,64.75944096,6.075115442,1.335609345
2440,hMOF-27143,[Zn][Zn],"['O=C([O-])c1cc(O)c2c(O)c(C(=O)[O-])ccc2c1', 'O=C([O-])c1[c]c2c(cc(O)c3c2[c]cc2c(O)c(O)c(C(=O)[O-])cc23)c(O)c1O']",pcu,8.97327,7.2351,0.677086,2736.34273,1899.820471,2.517370084,0.048368176,40.61640184,2.766659662,38.09903176,2.718291486,1.021752126
2441,hMOF-27149,[Zn][Zn],['COc1c(C(=O)[O-])[c]c2c(ccc3c4c([O])c(C(=O)[O-])ccc4cc([O])c23)c1OC'],pcu,9.01239,6.58007,0.668178,2375.071186,1872.456282,7.182587401,0.271361972,76.89141499,7.752015689,69.70882759,7.480653717,1.512265516
2442,hMOF-27151,[Zn][Zn],"['O=C([O-])c1ccc(C(=O)[O-])c2c(F)cc(F)cc12', 'O=C([O-])c1c[c]c2ccc3c4c(F)c(C(=O)[O-])c(F)cc4[c]c(F)c3c2c1']",pcu,7.23478,4.48041,0.583237,1648.030472,1763.865222,20.99775994,2.221047282,71.56286104,8.876495769,50.5651011,6.655448487,1.860566146
2443,hMOF-27152,[Zn][Zn],"['O=C([O-])c1[c]c2c(c(F)c1)c(F)cc1c2[c]cc2c(F)cc(C(=O)[O-])c(F)c21', 'O=C([O-])c1cc2c(ccc3c4c(F)c(C(=O)[O-])c(F)c(F)c4c(F)c(F)c23)cc1F']",pcu,7.60906,6.28598,0.68326,2447.149034,2085.239401,7.823143008,0.327938222,65.83106152,6.714469629,58.00791851,6.386531407,1.529931952
2444,hMOF-27153,[Zn][Zn],"['O=C([O-])c1c[c]c2c(F)cc3c(cc(F)c4[c]cc(C(=O)[O-])c(F)c43)c2c1', 'O=C(OF)c1c(F)cc(C(=O)[O-])c2ccc[c]c12']",pcu,7.77342,7.25491,0.637338,1622.742566,1705.325109,17.44094377,1.440051998,93.39719937,10.92827328,75.9562556,9.488221282,1.755128637
2445,hMOF-27158,[Zn][Zn],['Brc1c[c]c2nc(Br)cnc2c1'],pcu,5.47192,3.61578,0.553788,688.682738,1373.474906,34.72998529,4.956828183,52.78815182,6.298477351,18.05816653,1.341649168,1.78974177
2446,hMOF-27161,[Zn][Zn],"['O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)c(O)ccc12', 'O=C([O-])c1cc2c(ccc3c4cc(C(=O)[O-])c(O)c(O)c4c(O)cc23)c(O)c1O']",pcu,7.78377,6.14938,0.568545,1423.239606,1455.93825,19.30916061,1.848565176,71.24674317,8.742287795,51.93758256,6.893722619,1.840565773
2447,hMOF-27167,[Zn][Zn],"['O=C([O-])c1c2ccccc2c(C(=O)[O-])c2ccccc12', 'O=C([O-])c1ccc2ccc3c4cc(C(=O)[O-])ccc4ccc3c2c1']",pcu,8.09641,6.42697,0.652061,1807.234015,1675.678951,38.51164951,5.260512523,96.1589129,13.12520937,57.64726339,7.864696847,2.047424774
2448,hMOF-27168,[Zn][Zn],"['O=C([O-])c1c2cc(F)c(F)cc2c(C(=O)[O-])c2c(F)cccc12', 'O=C([O-])c1ccc2[c]cc3c4c(F)c(C(=O)[O-])c[c]c4cc(F)c3c2c1']",pcu,6.12894,4.62918,0.534784,1305.205995,1513.342937,31.59863541,4.519438483,72.481186,9.461129797,40.88255059,4.941691314,1.957983234
2449,hMOF-27175,[Zn][Zn],"['O=C([O-])c1c2cccc(O)c2c(C(=O)[O-])c2c(O)c(O)cc(O)c12', 'O=C([O-])c1cc(O)c2cc(O)c3c4cc(C(=O)[O-])c(O)cc4ccc3c2c1']",pcu,5.47532,4.09925,0.486632,1043.105092,1223.21008,38.07457604,5.811675341,70.74430264,10.60573902,32.6697266,4.794063679,2.248747664
2450,hMOF-27177,[Zn][Zn],['N#Cc1cc2c(C#N)cc3c(ccc4ccnc(C#N)c43)c2cn1'],sql,9.02052,6.70352,0.746712,2428.003895,1970.339434,23.57525556,2.033768164,116.3020638,13.93793922,92.72680824,11.90417106,1.797638679
2451,hMOF-27179,[Zn][Zn],"['O=C([O-])c1ccc2ccc3c(C(=O)[O-])cccc3c2c1', 'O=C([O-])c1ccc2ccc3c4cc(C(=O)[O-])ccc4ccc3c2c1']",pcu,10.13684,8.51005,0.736492,3259.215277,1985.56318,4.924656945,0.120105902,64.77876129,5.393216946,59.85410435,5.273111044,1.248839165
2452,hMOF-27181,[Zn][Zn],"['O=C([O-])c1cc2c(c(F)cc3c4c(F)c(C(=O)[O-])c(F)cc4c(F)c(F)c23)c(F)c1F', 'O=C([O-])c1cc(F)c2ccc3c(C(=O)[O-])ccc(F)c3c2c1']",pcu,9.31801,8.50935,0.731322,2593.650178,1963.565205,6.178154377,0.211717193,71.3930481,6.801731631,65.21489372,6.590014438,1.429074359
2453,hMOF-27182,[Zn][Zn],"['O=C([O-])c1ccc2c(F)cc3c(C(=O)[O-])[c]cc(F)c3c2c1', 'O=C([O-])c1[c]c2c(cc1)ccc1c2ccc2c(F)c(F)c(C(=O)[O-])c(F)c21']",pcu,9.49532,8.50935,0.7325,2631.480267,1959.782795,6.124832711,0.211269241,70.68974338,6.714153659,64.56491067,6.502884418,1.424708877
2454,hMOF-27183,[Zn][Zn],"['O=C([O-])c1cc(F)c2c[c]c3c(C(=O)OF)c(F)ccc3c2c1', 'O=C([O-])c1cc2c(ccc3c2cc(F)c2ccc(C(=O)[O-])c(F)c23)c(F)c1F']",pcu,9.47074,7.07024,0.671614,2397.015862,1829.345796,6.132776002,0.239351648,62.03406727,6.140065594,55.90129127,5.900713946,1.484683948
2455,hMOF-27190,[Zn][Zn],['Brc1nc2[c]cc3c(Br)c(Br)ncc3c2c(Br)c1Br'],pcu,8.89723,7.24615,0.765058,1266.074096,1865.855279,17.27716636,1.69186386,85.66942728,10.53978714,68.39226092,8.84792328,1.845428552
2456,hMOF-27192,[Zn][Zn],['Brc1cnc2[c]c(Br)c3c(Br)c(Br)n[c]c3c2c1'],pcu,8.89715,7.24615,0.769497,1277.819949,1883.165531,18.46233472,1.876834842,87.89068486,11.21457101,69.42835014,9.337736168,1.913952149
2457,hMOF-27193,[Zn][Zn],['Brc1cnc2[c]c(Br)c3c(Br)cn[c]c3c2c1'],pcu,8.76166,7.29562,0.776346,1339.428809,1901.588029,18.04293227,1.680792716,91.5063867,11.34868467,73.46345443,9.667891954,1.86031026
2458,hMOF-27196,[Zn][Zn],['O=C([O-])c1ccc2ccc3c([c]cc4ccc(C(=O)[O-])cc43)c2c1'],pcu,7.9902,5.84934,0.569647,1777.101043,1547.770696,20.58691206,1.757572528,94.76921416,11.54277966,74.1823021,9.785207132,1.82698249
2459,hMOF-27197,[Zn][Zn],"['Nc1cc(C(=O)[O-])c(N)c2c1ccc1c3cc(C(=O)[O-])cc(N)c3c(N)cc12', 'Nc1cc2c(cc(N)c3c[c]c(C(=O)[O-])c(N)c32)c(C(=O)[O-])c1N']",pcu,9.03372,8.01837,0.70009,2600.339966,1905.035378,9.794679323,0.436871159,94.33859017,9.88076145,84.54391085,9.443890291,1.571058265
2460,hMOF-27199,[Zn][Zn],"['Nc1cc2ccc3c(cc(N)c4ccc(C(=O)[O-])c(N)c43)c2cc1C(=O)[O-]', 'Nc1cc([C][O])c2c(N)c(N)c3c(N)cc(C(=O)[O-])cc3c2c1N']",pcu,9.83395,6.24446,0.627701,2208.217412,1695.40657,8.901156163,0.463921265,73.13338176,7.754796956,64.2322256,7.290875691,1.590545269
2461,hMOF-27200,[Zn][Zn],"['O=C([O-])c1cc(O)c2c(O)c(O)c3c4cc(C(=O)[O-])ccc4ccc3c2c1', 'O=C([O-])c1cc(O)c2c(O)cc3c4c(O)c(C(=O)[O-])c(O)cc4c(O)c(O)c3c2c1']",pcu,8.91246,7.50666,0.683982,3095.118827,2066.730902,4.795529583,0.120391463,54.41069882,4.427985275,49.61516924,4.307593812,1.220711745
2462,hMOF-27208,[Zn][Zn],"['O=C([O-])c1cc2ccc3[c]c(C(=O)[O-])c(F)c4ccc(c1)c2c34', 'O=C([O-])c1cc(F)c2c(F)cc3c4[c]c(C(=O)[O-])c(F)cc4ccc3c2c1']",pcu,10.93382,8.64261,0.779564,3040.113467,1928.988142,3.826938679,0.078725023,52.78625589,3.875076273,48.95931721,3.79635125,1.101160579
2463,hMOF-27209,[Zn][Zn],"['O=C([O-])c1cc(F)c2c[c]c3c4[c]c(C(=O)[O-])c(F)cc4c(F)c(F)c3c2c1', 'O=C([O-])c1cc2cc(F)c3c(F)c(C(=O)[O-])cc4ccc(c1F)c2c43']",pcu,10.77049,8.16019,0.768724,3026.406417,2026.801493,4.35150539,0.099170474,58.36687161,4.605310544,54.01536622,4.50614007,1.183542243
2464,hMOF-27210,[Zn][Zn],"['O=C([O-])c1cc(F)c2ccc3c4[c]c(C(=O)[O-])c(F)c(F)c4c(F)c(F)c3c2c1', 'O=C([O-])c1cc2cc(F)c3[c]c(C(=O)[O-])c(F)c4cc(F)c(c1)c2c34']",pcu,11.10134,8.64234,0.782951,2903.946617,1931.579682,4.116639758,0.096622946,55.14718781,4.312038141,51.03054805,4.215415195,1.172871631
2465,hMOF-27211,[Zn][Zn],"['O=C([O-])c1ccc2ccc3c4cc(C(=O)[O-])c(F)c(F)c4c(F)cc3c2c1', 'O=C([O-])c1cc2c(F)cc3c(F)c(C(=O)[O-])c(F)c4ccc(c1F)c2c43']",pcu,10.89609,8.51735,0.780124,3080.025185,1954.312601,3.68766559,0.07070209,52.2942245,3.799735925,48.60655891,3.729033835,1.089910777
2466,hMOF-27220,[Zn][Zn],"['O=C([O-])c1[c]c(Br)c2[c]cc3c4cc(C(=O)[O-])[c]c(Br)c4[c]cc3c2[c]1', 'O=C([O-])c1[c]c2[c]cc3[c]c(C(=O)[O-])cc4[c]c(Br)c([c]1)c2c34']",pcu,10.67696,8.3848,0.834633,1567.506923,1887.770437,9.559645118,0.526130531,80.22777285,8.974732743,70.66812773,8.448602212,1.677984897
2467,hMOF-27222,[Zn][Zn],"['O=C([O-])c1[c]c2cc(Br)c3c(Br)c(C(=O)[O-])c(Br)c4ccc(c1Br)c2c43', 'O=C([O-])c1ccc2ccc3c4cc(C(=O)[O-])ccc4ccc3c2c1']",pcu,11.87343,7.14312,0.787424,1795.413461,1920.947625,5.785447338,0.191284563,61.50241051,6.046688673,55.71696317,5.85540411,1.474744312
2468,hMOF-27224,[Zn][Zn],"['O=C([O-])c1cc2c(Br)c(Br)c3c(Br)c(C(=O)[O-])cc4ccc(c1Br)c2c43', 'O=C([O-])c1[c]c2c(cc1)ccc1c3cc(C(=O)[O-])c(Br)cc3ccc21']",pcu,10.98368,9.33616,0.76397,2150.764593,1926.480007,4.113386543,0.11307987,45.64643242,3.750935802,41.53304588,3.637855932,1.232605355
2469,hMOF-27225,[Zn][Zn],"['O=C([O-])c1cc2cc(Br)c3c(Br)c(C(=O)[O-])c(Br)c4ccc(c1Br)c2c43', 'O=C([O-])c1[c]c2c(cc1)ccc1c3cc(C(=O)[O-])cc(Br)c3c(Br)cc21']",pcu,9.18785,8.02054,0.749794,1776.002572,1971.664123,5.211166999,0.194820239,50.22918514,4.772478468,45.01801814,4.577658229,1.425210798
2470,hMOF-27227,[Zn][Zn],"['O=C([O-])c1[c]c2cc(Br)c3cc(C(=O)[O-])cc4ccc(c1)c2c43', 'O=C([O-])c1[c]c2c(c(Br)cc3c4cc(C(=O)[O-])c(Br)cc4ccc23)c(Br)c1Br']",pcu,11.61543,8.38945,0.799245,2027.605889,1908.880551,4.72409347,0.141992823,52.797432,4.726576405,48.07333853,4.584583582,1.342842699
2471,hMOF-27234,[Zn][Zn],"['Nc1c(C(=O)[O-])cc2c(c1N)c(N)c(N)c1c3cc(C(=O)[O-])ccc3c(N)cc21', 'Nc1cc2ccc3c(ccc4cc(N)c(C(=O)[O-])c(N)c43)c2cc1C(=O)[O-]']",pcu,10.14448,7.04059,0.680894,3067.030604,2018.182309,4.543215773,0.107227726,56.24305772,4.422327694,51.69984195,4.315099968,1.179432949
2472,hMOF-27241,[Zn][Zn],['N#Cc1ncc2ccc3c(C#N)nc(C#N)c4c(C#N)cc1c2c34'],sql,11.11293,7.80561,0.775573,2596.177467,1824.499413,6.655170143,0.207125193,83.84835281,7.766176097,77.19318267,7.559050904,1.389325342
2473,hMOF-27244,[Zn][Zn],['CCCOC1=N[CH]c2cc(OCCC)c3c4c(cc(OCCC)c1c24)C=NC3=O'],pcu,10.07395,5.07025,0.610689,2196.433456,1738.98857,13.61050563,0.809496729,80.91692028,8.596681809,67.30641465,7.78718508,1.593612642
2474,hMOF-27245,[Zn][Zn],"['O=C([O-])c1[c]c2c(cc1)c(F)cc1c2[c]cc2c(F)c(F)c(C(=O)[O-])c(F)c21', 'O=C([O-])c1cc(F)c2c[c]c3c4[c]c(C(=O)[O-])c(F)c(F)c4cc(F)c3c2c1']",pcu,10.61086,6.64343,0.737302,3341.726964,2205.247671,2.773949307,0.052228492,38.93899034,2.538867024,36.16504103,2.486638532,0.978017279
2475,hMOF-27253,[Zn][Zn],"['O=C([O-])c1cc(Br)c2c[c]c3c4cc(C(=O)[O-])c(Br)cc4ccc3c2c1', 'O=C([O-])c1cc(Br)c2ccc3c(cc(Br)c4cc(Br)c(C(=O)[O-])c(Br)c43)c2c1']",pcu,10.64553,6.5372,0.743837,2398.70532,2173.510185,4.148933114,0.125940051,44.62712081,3.712671738,40.4781877,3.586731687,1.24789758
2476,hMOF-27274,[Cu][Cu],"['O=C([O-])c1cc(Cl)c(C(=O)[O-])c(Cl)c1Cl', 'Clc1cncc(Cl)n1']",pcu,6.38954,5.39576,0.527963,1082.43928,1412.921257,21.87060147,2.787848089,59.30614642,7.392309155,37.43554495,4.604461066,1.86969891
2477,hMOF-27284,[Cu][Cu],"['O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c(Br)c1Br', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1']",pcu,6.07302,5.01887,0.521746,721.070383,1353.92241,22.04006957,3.222207633,41.27180414,5.749705578,19.23173457,2.527497945,2.089697445
2479,hMOF-27286,[Cu][Cu],['O=C([O-])c1ccc(C(=O)[O-])c(Br)c1'],pcu,6.48757,5.01955,0.619234,1290.976322,1768.269888,20.65439734,2.356915485,64.01228718,8.622871047,43.35788984,6.265955562,2.020597473
2481,hMOF-27288,[Cu][Cu],['O=C([O-])c1ccc(C(=O)[O-])c(Br)c1'],pcu,7.03934,4.55017,0.624713,1163.751012,1741.787918,23.96368552,2.968444196,65.14436523,8.825789604,41.18067971,5.857345408,2.032207139
2482,hMOF-27290,[Cu][Cu],"['O=C([O-])c1[c]cc(C(=O)[O-])c(Br)c1', 'O=C([O-])c1[c][c]c(C(=O)[O-])c(Br)c1']",pcu,6.83305,4.90034,0.64722,984.388335,1723.359409,31.5209936,4.757579095,58.29543674,8.471787933,26.77444314,3.714208838,2.179875923
2483,hMOF-27292,[Cu][Cu],"['O=C([O-])c1[c]cc(C(=O)[O-])[c]c1', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1']",pcu,6.51664,5.20649,0.636655,1167.885824,1747.976492,26.21503766,3.558454954,67.6548793,9.448519221,41.43984164,5.890064267,2.094864255
2485,hMOF-27295,[Cu][Cu],"['Cc1cnc(C)c(C)n1', 'Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C']",pcu,6.42976,5.05743,0.509342,1320.725195,1346.882273,22.58886241,2.433852117,72.76020295,9.001558031,50.17134054,6.567705914,1.855731086
2486,hMOF-27297,[Cu][Cu],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C']",pcu,7.96945,5.76365,0.612138,1989.737756,1804.538843,14.77358811,1.114619459,79.17238294,9.761446943,64.39879483,8.646827484,1.849403778
2487,hMOF-27298,[Cu][Cu],"['Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C']",pcu,7.86425,5.54173,0.546364,1655.499732,1538.819177,10.21184016,0.618487754,61.27528159,6.789493338,51.06344143,6.171005584,1.662047035
2488,hMOF-27310,[Cu][Cu],"['Nc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'Nc1cc(C(=O)[O-])c(N)c(N)c1C(=O)[O-]']",pcu,6.9655,5.25868,0.580017,1694.009495,1705.47919,23.89946873,2.676982044,83.13721066,11.2289778,59.23774193,8.551995756,2.025984101
2489,hMOF-27311,[Cu][Cu],"['Nc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'Nc1cc(C(=O)[O-])cc(N)c1C(=O)[O-]']",pcu,7.24567,4.69315,0.56557,1782.253157,1751.248958,16.38363481,1.422641905,76.12752378,9.382066361,59.74388897,7.959424456,1.848621739
